1231283029953392647 ||||| Blame, Negative, Demoralizing Speech :: Yes || Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Dialect :: Middle East || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Yes
1249730807054434304 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1291064780929863680 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1253357018246766592 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1276180493046874112 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1248318559119462400 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1266041744434626562 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1293930919670226945 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1324745105446785026 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1244660105695711233 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1247562135477071872 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1248282869086195714 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1284492560229191683 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: North Africa || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1278046909618323461 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1279451100006006784 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1272925822844895232 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1286321758031749120 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1276908142912253955 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1249372704542777353 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1294684002033557505 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1324404370214105088 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1249733298882064385 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1239216641461936135 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1258058739330035712 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1295038758891466760 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1242581961123627008 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1248290828499353600 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1266764096298508288 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1274745072341454851 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: North Africa || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1278044166715408385 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1263134231041052672 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1295028787604840449 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1253719060031963136 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1292143933598949381 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1277642455115010057 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1254064535134240768 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1335991689446625283 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1285594370926874624 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1242857114512633857 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1292120591324119040 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1284154335853772812 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1251211527375540234 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1262398128680026112 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1246138255600488448 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: North Africa || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1275477653726863360 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1325550742388822016 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1290307599074758659 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1246139635899740162 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: North Africa || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1275104933071765508 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
1240578885336600576 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: No || Contains Fake Information :: No
